transaction_id,sender_account_number,receiver_account_number,transaction_type,amount,currency,transaction_date,transaction_status,payment_mode,fee,description,geo_location_city,geo_location_region
TXN0000000346,ACC444746781368,ACC870127836705,Credit,2508.3,INR,2023-01-15 09:00:00,Success,RTGS,0.4,Insurance Payment,Delhi,Bangalore
TXN0000000347,ACC915896139758,ACC231764584778,Credit,2128.68,INR,2023-01-15 10:00:00,Failed,Debit Card,0.02,Grocery Shopping,Chennai,Mumbai
TXN0000000348,ACC281446026675,ACC112975769880,Debit,1560.45,INR,2023-01-15 11:00:00,Failed,IMPS,0.25,Utility Bill Payment,Mumbai,Kolkata
TXN0000000349,ACC197614739639,ACC458885195310,Credit,7210.27,INR,2023-01-15 12:00:00,Success,NEFT,0.74,Utility Bill Payment,Chennai,Chennai
TXN0000000350,ACC811718937745,ACC888087572863,Credit,6539.92,INR,2023-01-15 13:00:00,Failed,UPI,0.38,Grocery Shopping,Mumbai,Delhi
TXN0000000351,ACC141777054125,ACC118162800884,Debit,5393.18,INR,2023-01-15 14:00:00,Failed,IMPS,0.77,Charity Donation,Delhi,Chennai
TXN0000000352,ACC671361152813,ACC492084417251,Credit,2136.56,INR,2023-01-15 15:00:00,Failed,RTGS,0.48,Utility Bill Payment,Delhi,Delhi
TXN0000000353,ACC753302539096,ACC513065972560,Credit,6628.42,INR,2023-01-15 16:00:00,Failed,RTGS,0.78,Insurance Payment,Bangalore,Mumbai
TXN0000000354,ACC717518836161,ACC209823362684,Credit,3064.65,INR,2023-01-15 17:00:00,Success,IMPS,0.88,Utility Bill Payment,Delhi,Kolkata
TXN0000000355,ACC490315240349,ACC923864816011,Credit,2621.93,INR,2023-01-15 18:00:00,Success,NEFT,0.72,Charity Donation,Mumbai,Chennai
TXN0000000356,ACC865796814668,ACC579421561373,Debit,5061.44,INR,2023-01-15 19:00:00,Success,NEFT,0.14,Dining,Delhi,Bangalore
TXN0000000357,ACC911388929334,ACC740220733711,Credit,5514.92,INR,2023-01-15 20:00:00,Success,UPI,0.22,Mobile Recharge,Bangalore,Mumbai
TXN0000000358,ACC141616027056,ACC530234663113,Debit,4749.16,INR,2023-01-15 21:00:00,Success,Debit Card,0.21,Mobile Recharge,Chennai,Chennai
TXN0000000359,ACC111729686645,ACC914037838999,Credit,3134.48,INR,2023-01-15 22:00:00,Success,Credit Card,0.17,Grocery Shopping,Chennai,Bangalore
TXN0000000360,ACC832521767568,ACC527665312179,Debit,4029.21,INR,2023-01-15 23:00:00,Success,IMPS,0.99,Mobile Recharge,Chennai,Bangalore
TXN0000000361,ACC370901858239,ACC663994291034,Debit,9420.46,INR,2023-01-16 00:00:00,Failed,UPI,0.01,Charity Donation,Kolkata,Mumbai
TXN0000000362,ACC358977465419,ACC791345165681,Debit,6963.2,INR,2023-01-16 01:00:00,Failed,Credit Card,0.91,Utility Bill Payment,Mumbai,Kolkata
TXN0000000363,ACC710965679381,ACC919399278514,Debit,7555.86,INR,2023-01-16 02:00:00,Failed,RTGS,0.47,Online Shopping,Delhi,Kolkata
TXN0000000364,ACC875636457796,ACC426750614216,Credit,3209.74,INR,2023-01-16 03:00:00,Success,IMPS,0.61,Dining,Mumbai,Delhi
TXN0000000365,ACC541477466329,ACC256125526393,Debit,3131.66,INR,2023-01-16 04:00:00,Failed,UPI,0.11,Grocery Shopping,Delhi,Mumbai
TXN0000000366,ACC419381232634,ACC948338164374,Debit,362.25,INR,2023-01-16 05:00:00,Success,IMPS,0.22,Mobile Recharge,Chennai,Mumbai
TXN0000000367,ACC169317361110,ACC548763930044,Debit,5879.87,INR,2023-01-16 06:00:00,Success,Debit Card,0.91,Online Shopping,Mumbai,Delhi
TXN0000000368,ACC605176640789,ACC436693614068,Debit,5869.22,INR,2023-01-16 07:00:00,Success,NEFT,0.75,Mobile Recharge,Bangalore,Bangalore
TXN0000000369,ACC879320874854,ACC174929579145,Debit,317.5,INR,2023-01-16 08:00:00,Success,IMPS,0.44,Mobile Recharge,Kolkata,Bangalore
TXN0000000370,ACC354818767966,ACC812095618317,Credit,5298.9,INR,2023-01-16 09:00:00,Success,IMPS,0.99,Charity Donation,Delhi,Mumbai
TXN0000000371,ACC880377059173,ACC485494028267,Credit,4786.29,INR,2023-01-16 10:00:00,Success,Credit Card,0.27,Charity Donation,Kolkata,Mumbai
TXN0000000372,ACC759293338346,ACC756863330405,Credit,7282.33,INR,2023-01-16 11:00:00,Failed,NEFT,0.8,Dining,Kolkata,Kolkata
TXN0000000373,ACC149478273338,ACC217195040896,Debit,7620.81,INR,2023-01-16 12:00:00,Failed,IMPS,0.48,Insurance Payment,Chennai,Mumbai
TXN0000000374,ACC572697622802,ACC761099417764,Debit,3202.36,INR,2023-01-16 13:00:00,Success,RTGS,0.95,Online Shopping,Delhi,Kolkata
TXN0000000375,ACC993256690925,ACC235753940600,Debit,9050.34,INR,2023-01-16 14:00:00,Failed,RTGS,0.25,Mobile Recharge,Mumbai,Kolkata
TXN0000000376,ACC509551836229,ACC342760124837,Credit,5763.39,INR,2023-01-16 15:00:00,Failed,UPI,0.47,Utility Bill Payment,Bangalore,Chennai
TXN0000000377,ACC932620928735,ACC144051759729,Debit,7802.28,INR,2023-01-16 16:00:00,Failed,Debit Card,0.94,Online Shopping,Chennai,Delhi
TXN0000000378,ACC193372479869,ACC393478763879,Credit,1499.53,INR,2023-01-16 17:00:00,Success,NEFT,0.12,Mobile Recharge,Chennai,Chennai
TXN0000000379,ACC204539628257,ACC170531796521,Debit,4451.99,INR,2023-01-16 18:00:00,Success,RTGS,0.76,Mobile Recharge,Delhi,Delhi
TXN0000000380,ACC236239348251,ACC991752894334,Credit,6353.61,INR,2023-01-16 19:00:00,Failed,Credit Card,0.63,Dining,Chennai,Delhi
TXN0000000381,ACC633382756274,ACC109516058843,Credit,2471.1,INR,2023-01-16 20:00:00,Success,NEFT,0.33,Online Shopping,Mumbai,Kolkata
TXN0000000382,ACC827607934745,ACC745511812234,Credit,5535.5,INR,2023-01-16 21:00:00,Failed,NEFT,0.08,Insurance Payment,Mumbai,Chennai
TXN0000000383,ACC224038061752,ACC274340940541,Debit,7473.35,INR,2023-01-16 22:00:00,Success,UPI,0.15,Charity Donation,Mumbai,Chennai
TXN0000000384,ACC792023895467,ACC453389775299,Debit,4859.49,INR,2023-01-16 23:00:00,Failed,RTGS,0.8,Grocery Shopping,Mumbai,Bangalore
TXN0000000385,ACC411461861180,ACC283902843622,Debit,1407.43,INR,2023-01-17 00:00:00,Success,Debit Card,0.34,Charity Donation,Bangalore,Delhi
TXN0000000386,ACC269026436758,ACC644111218467,Debit,7418.2,INR,2023-01-17 01:00:00,Success,RTGS,0.68,Insurance Payment,Chennai,Bangalore
TXN0000000387,ACC800325351698,ACC505757712552,Credit,117.32,INR,2023-01-17 02:00:00,Failed,NEFT,0.56,Mobile Recharge,Delhi,Delhi
TXN0000000388,ACC891881260011,ACC424380042626,Credit,8302.86,INR,2023-01-17 03:00:00,Failed,NEFT,0.92,Insurance Payment,Kolkata,Chennai
TXN0000000389,ACC301972121031,ACC623436022654,Credit,7208.31,INR,2023-01-17 04:00:00,Success,NEFT,0.47,Utility Bill Payment,Kolkata,Delhi
TXN0000000390,ACC706948574950,ACC681776279823,Credit,6579.85,INR,2023-01-17 05:00:00,Success,Debit Card,0.38,Online Shopping,Delhi,Bangalore
TXN0000000391,ACC360021839853,ACC232207118710,Debit,3303.44,INR,2023-01-17 06:00:00,Success,IMPS,0.58,Utility Bill Payment,Mumbai,Kolkata
TXN0000000392,ACC673844902219,ACC674769990789,Credit,9568.8,INR,2023-01-17 07:00:00,Success,UPI,0.81,Grocery Shopping,Bangalore,Mumbai
TXN0000000393,ACC961641451778,ACC120035432881,Debit,633.28,INR,2023-01-17 08:00:00,Success,Debit Card,0.01,Utility Bill Payment,Delhi,Chennai
TXN0000000394,ACC133886850743,ACC326050456167,Debit,2915.38,INR,2023-01-17 09:00:00,Failed,RTGS,0.5,Grocery Shopping,Bangalore,Mumbai
TXN0000000395,ACC286974679189,ACC973411002058,Debit,2862.77,INR,2023-01-17 10:00:00,Success,IMPS,0.23,Mobile Recharge,Kolkata,Kolkata
TXN0000000396,ACC669926947087,ACC562168828503,Debit,9218.15,INR,2023-01-17 11:00:00,Failed,RTGS,0.08,Grocery Shopping,Delhi,Kolkata
TXN0000000397,ACC284413280328,ACC177020574848,Debit,655.58,INR,2023-01-17 12:00:00,Success,IMPS,0.27,Dining,Mumbai,Chennai
TXN0000000398,ACC286985918023,ACC375362989719,Credit,1889.3,INR,2023-01-17 13:00:00,Success,RTGS,0.83,Insurance Payment,Bangalore,Mumbai
TXN0000000399,ACC575198961336,ACC199246585456,Credit,4727.97,INR,2023-01-17 14:00:00,Failed,Debit Card,0.27,Online Shopping,Bangalore,Bangalore
TXN0000000400,ACC287739919058,ACC670382219628,Credit,7796.49,INR,2023-01-17 15:00:00,Failed,Debit Card,0.52,Online Shopping,Delhi,Bangalore
TXN0000000401,ACC651299637572,ACC803872656918,Debit,8615.97,INR,2023-01-17 16:00:00,Failed,IMPS,0.87,Utility Bill Payment,Bangalore,Bangalore
TXN0000000402,ACC376775937563,ACC613785859087,Credit,2580.58,INR,2023-01-17 17:00:00,Failed,RTGS,0.3,Insurance Payment,Mumbai,Chennai
TXN0000000403,ACC640888592047,ACC203173270362,Credit,2747.06,INR,2023-01-17 18:00:00,Success,NEFT,0.16,Charity Donation,Delhi,Bangalore
TXN0000000404,ACC987581125562,ACC638282297506,Credit,3309.79,INR,2023-01-17 19:00:00,Success,Credit Card,0.38,Utility Bill Payment,Chennai,Bangalore
TXN0000000405,ACC931038564199,ACC194144029597,Credit,5552.96,INR,2023-01-17 20:00:00,Success,Credit Card,0.5,Mobile Recharge,Mumbai,Chennai
TXN0000000406,ACC777447389662,ACC701074012459,Debit,462.97,INR,2023-01-17 21:00:00,Success,NEFT,0.54,Online Shopping,Bangalore,Kolkata
TXN0000000407,ACC282951872056,ACC371163717911,Credit,2927.88,INR,2023-01-17 22:00:00,Success,NEFT,1.0,Charity Donation,Bangalore,Kolkata
TXN0000000408,ACC107271408586,ACC862777866528,Credit,7941.07,INR,2023-01-17 23:00:00,Failed,Debit Card,0.03,Grocery Shopping,Kolkata,Bangalore
TXN0000000409,ACC824506582532,ACC288495051223,Credit,8909.2,INR,2023-01-18 00:00:00,Success,Credit Card,0.39,Mobile Recharge,Delhi,Bangalore
TXN0000000410,ACC245315391144,ACC951348013431,Debit,4875.04,INR,2023-01-18 01:00:00,Success,IMPS,0.02,Dining,Mumbai,Kolkata
TXN0000000411,ACC923336269366,ACC712264388189,Debit,2027.52,INR,2023-01-18 02:00:00,Success,UPI,0.91,Online Shopping,Bangalore,Mumbai
TXN0000000412,ACC787617419960,ACC477120599510,Credit,1997.03,INR,2023-01-18 03:00:00,Success,NEFT,0.42,Dining,Delhi,Delhi
TXN0000000413,ACC699332931320,ACC504706240900,Debit,435.03,INR,2023-01-18 04:00:00,Success,RTGS,0.21,Insurance Payment,Bangalore,Chennai
TXN0000000414,ACC291113243553,ACC491580502731,Credit,1083.03,INR,2023-01-18 05:00:00,Success,NEFT,0.13,Charity Donation,Bangalore,Bangalore
TXN0000000415,ACC608382327761,ACC385122250571,Debit,1657.04,INR,2023-01-18 06:00:00,Failed,IMPS,0.22,Insurance Payment,Bangalore,Bangalore
TXN0000000416,ACC371569701703,ACC157515612370,Debit,573.26,INR,2023-01-18 07:00:00,Success,Debit Card,0.63,Insurance Payment,Delhi,Chennai
TXN0000000417,ACC802159719884,ACC787362622236,Debit,3626.23,INR,2023-01-18 08:00:00,Success,RTGS,0.72,Utility Bill Payment,Chennai,Bangalore
TXN0000000418,ACC846801307053,ACC443990500318,Debit,8811.64,INR,2023-01-18 09:00:00,Failed,RTGS,0.85,Utility Bill Payment,Mumbai,Mumbai
TXN0000000419,ACC349411650962,ACC772599549181,Credit,6891.11,INR,2023-01-18 10:00:00,Failed,Debit Card,0.8,Online Shopping,Chennai,Chennai
TXN0000000420,ACC636354755578,ACC135177265504,Debit,2835.99,INR,2023-01-18 11:00:00,Success,NEFT,0.76,Dining,Mumbai,Mumbai
TXN0000000421,ACC646531623980,ACC109747181464,Debit,7402.32,INR,2023-01-18 12:00:00,Success,Debit Card,0.83,Utility Bill Payment,Mumbai,Kolkata
TXN0000000422,ACC632895644643,ACC293146102315,Debit,1755.76,INR,2023-01-18 13:00:00,Success,Credit Card,0.19,Charity Donation,Mumbai,Chennai
TXN0000000423,ACC319241887418,ACC542918933195,Credit,2497.73,INR,2023-01-18 14:00:00,Failed,IMPS,0.32,Mobile Recharge,Bangalore,Mumbai
TXN0000000424,ACC496148322450,ACC307389524625,Credit,2209.54,INR,2023-01-18 15:00:00,Failed,RTGS,0.35,Grocery Shopping,Mumbai,Kolkata
TXN0000000425,ACC853854160173,ACC136678488144,Debit,4680.01,INR,2023-01-18 16:00:00,Failed,RTGS,0.65,Grocery Shopping,Delhi,Mumbai
TXN0000000426,ACC351248764171,ACC483935472599,Debit,5285.0,INR,2023-01-18 17:00:00,Failed,IMPS,0.22,Charity Donation,Bangalore,Delhi
TXN0000000427,ACC960729940461,ACC430617853309,Debit,2354.64,INR,2023-01-18 18:00:00,Success,NEFT,0.85,Online Shopping,Kolkata,Delhi
TXN0000000428,ACC208822848861,ACC913498122368,Credit,4318.84,INR,2023-01-18 19:00:00,Failed,IMPS,0.89,Grocery Shopping,Chennai,Delhi
TXN0000000429,ACC275450661319,ACC938325685477,Debit,9187.6,INR,2023-01-18 20:00:00,Success,Credit Card,0.04,Online Shopping,Mumbai,Kolkata
TXN0000000430,ACC364460295774,ACC157614354386,Debit,6301.23,INR,2023-01-18 21:00:00,Failed,UPI,0.47,Dining,Bangalore,Mumbai
TXN0000000431,ACC730540522050,ACC436395605821,Credit,2914.35,INR,2023-01-18 22:00:00,Failed,RTGS,0.11,Mobile Recharge,Mumbai,Bangalore
TXN0000000432,ACC458964060724,ACC455191344479,Debit,5208.85,INR,2023-01-18 23:00:00,Success,UPI,0.63,Online Shopping,Mumbai,Chennai
TXN0000000433,ACC636326425767,ACC320668841492,Credit,5204.8,INR,2023-01-19 00:00:00,Success,Credit Card,0.71,Utility Bill Payment,Bangalore,Kolkata
TXN0000000434,ACC893086305847,ACC877847729489,Credit,7577.61,INR,2023-01-19 01:00:00,Failed,Debit Card,0.37,Mobile Recharge,Delhi,Chennai
TXN0000000435,ACC604441335448,ACC424770530026,Credit,9557.4,INR,2023-01-19 02:00:00,Failed,IMPS,0.1,Online Shopping,Bangalore,Kolkata
TXN0000000436,ACC740244304285,ACC546431025067,Debit,3962.73,INR,2023-01-19 03:00:00,Success,Debit Card,0.67,Grocery Shopping,Delhi,Chennai
TXN0000000437,ACC409457210768,ACC712560283126,Credit,1986.35,INR,2023-01-19 04:00:00,Success,UPI,0.65,Dining,Mumbai,Mumbai
TXN0000000438,ACC599293934348,ACC833107737251,Credit,6281.03,INR,2023-01-19 05:00:00,Success,Credit Card,0.82,Insurance Payment,Delhi,Mumbai
TXN0000000439,ACC839123306266,ACC152501812691,Debit,2586.48,INR,2023-01-19 06:00:00,Failed,NEFT,0.0,Charity Donation,Mumbai,Chennai
TXN0000000440,ACC780241475280,ACC451818576912,Debit,1481.05,INR,2023-01-19 07:00:00,Failed,Debit Card,0.21,Utility Bill Payment,Kolkata,Delhi
TXN0000000441,ACC462421323188,ACC438218040469,Credit,7411.54,INR,2023-01-19 08:00:00,Success,UPI,0.55,Online Shopping,Kolkata,Delhi
TXN0000000442,ACC309097234092,ACC129139930652,Credit,1677.78,INR,2023-01-19 09:00:00,Success,Debit Card,0.44,Charity Donation,Kolkata,Bangalore
TXN0000000443,ACC595330802695,ACC711488932814,Credit,9906.48,INR,2023-01-19 10:00:00,Failed,Credit Card,0.19,Grocery Shopping,Delhi,Bangalore
TXN0000000444,ACC415971471958,ACC756241738396,Credit,8972.91,INR,2023-01-19 11:00:00,Success,RTGS,0.76,Dining,Bangalore,Delhi
TXN0000000445,ACC145707481193,ACC321567232323,Debit,1877.42,INR,2023-01-19 12:00:00,Success,Credit Card,0.94,Mobile Recharge,Kolkata,Bangalore
TXN0000000446,ACC619779376175,ACC819148005384,Credit,1105.43,INR,2023-01-19 13:00:00,Success,UPI,0.25,Grocery Shopping,Mumbai,Chennai
TXN0000000447,ACC321177634053,ACC151596702103,Debit,3937.82,INR,2023-01-19 14:00:00,Success,IMPS,0.19,Grocery Shopping,Delhi,Mumbai
TXN0000000448,ACC670790769635,ACC142182508705,Credit,9297.75,INR,2023-01-19 15:00:00,Failed,RTGS,0.89,Grocery Shopping,Kolkata,Chennai
TXN0000000449,ACC725217109997,ACC898779129647,Credit,2814.45,INR,2023-01-19 16:00:00,Success,UPI,0.62,Dining,Mumbai,Bangalore
TXN0000000450,ACC844010084139,ACC773409304216,Credit,6179.0,INR,2023-01-19 17:00:00,Success,UPI,0.17,Dining,Mumbai,Kolkata
TXN0000000451,ACC605671319744,ACC465452052247,Debit,9893.71,INR,2023-01-19 18:00:00,Failed,UPI,0.87,Utility Bill Payment,Kolkata,Delhi
TXN0000000452,ACC641548158781,ACC884476939057,Debit,2566.93,INR,2023-01-19 19:00:00,Success,UPI,0.26,Mobile Recharge,Mumbai,Mumbai
TXN0000000453,ACC242801431011,ACC806285497349,Credit,2007.05,INR,2023-01-19 20:00:00,Success,Credit Card,0.56,Utility Bill Payment,Bangalore,Mumbai
TXN0000000454,ACC428675730434,ACC468140921227,Credit,1479.1,INR,2023-01-19 21:00:00,Success,Debit Card,0.02,Insurance Payment,Chennai,Delhi
TXN0000000455,ACC812344158731,ACC920190414146,Credit,9392.18,INR,2023-01-19 22:00:00,Failed,NEFT,0.05,Charity Donation,Delhi,Kolkata
TXN0000000456,ACC119085381121,ACC136665619653,Debit,9387.54,INR,2023-01-19 23:00:00,Failed,Debit Card,0.38,Insurance Payment,Mumbai,Mumbai
TXN0000000457,ACC394819502174,ACC432030222794,Debit,5184.66,INR,2023-01-20 00:00:00,Failed,NEFT,0.66,Utility Bill Payment,Delhi,Kolkata
TXN0000000458,ACC593451542159,ACC511895920889,Debit,1576.15,INR,2023-01-20 01:00:00,Success,Debit Card,0.35,Mobile Recharge,Delhi,Chennai
TXN0000000459,ACC919889565451,ACC146084641318,Credit,1560.48,INR,2023-01-20 02:00:00,Success,RTGS,0.27,Charity Donation,Mumbai,Delhi
TXN0000000460,ACC988207938667,ACC468927457050,Debit,8411.12,INR,2023-01-20 03:00:00,Failed,IMPS,0.4,Mobile Recharge,Mumbai,Bangalore
TXN0000000461,ACC484641142407,ACC294681470364,Debit,5991.57,INR,2023-01-20 04:00:00,Success,IMPS,0.82,Dining,Chennai,Kolkata
TXN0000000462,ACC692586090383,ACC610157591055,Credit,2124.57,INR,2023-01-20 05:00:00,Failed,NEFT,0.81,Online Shopping,Kolkata,Delhi
TXN0000000463,ACC877588343337,ACC981059770298,Credit,5702.27,INR,2023-01-20 06:00:00,Success,Credit Card,0.69,Grocery Shopping,Kolkata,Bangalore
TXN0000000464,ACC485691877417,ACC740107036305,Debit,4463.86,INR,2023-01-20 07:00:00,Failed,IMPS,0.13,Charity Donation,Bangalore,Bangalore
TXN0000000465,ACC324963122454,ACC280196936105,Debit,7090.83,INR,2023-01-20 08:00:00,Success,RTGS,0.04,Grocery Shopping,Mumbai,Kolkata
TXN0000000466,ACC482541777154,ACC491009551478,Credit,3157.55,INR,2023-01-20 09:00:00,Failed,RTGS,0.17,Dining,Delhi,Kolkata
TXN0000000467,ACC477127543717,ACC826180816393,Debit,2591.18,INR,2023-01-20 10:00:00,Success,UPI,0.74,Mobile Recharge,Chennai,Bangalore
TXN0000000468,ACC663339550433,ACC215957523803,Debit,5980.76,INR,2023-01-20 11:00:00,Failed,RTGS,0.81,Online Shopping,Delhi,Chennai
TXN0000000469,ACC119695222090,ACC167596439677,Credit,606.35,INR,2023-01-20 12:00:00,Failed,NEFT,0.5,Utility Bill Payment,Kolkata,Bangalore
TXN0000000470,ACC767910893729,ACC894226988418,Debit,8277.75,INR,2023-01-20 13:00:00,Failed,NEFT,0.24,Online Shopping,Bangalore,Chennai
TXN0000000471,ACC807697871170,ACC616335446026,Credit,674.48,INR,2023-01-20 14:00:00,Failed,Credit Card,0.56,Insurance Payment,Delhi,Kolkata
TXN0000000472,ACC636284825073,ACC293412118022,Debit,7808.18,INR,2023-01-20 15:00:00,Success,NEFT,0.81,Online Shopping,Chennai,Chennai
TXN0000000473,ACC727259005700,ACC662315049014,Debit,7800.53,INR,2023-01-20 16:00:00,Failed,NEFT,0.93,Mobile Recharge,Kolkata,Bangalore
TXN0000000474,ACC207700723780,ACC880985090606,Debit,1350.02,INR,2023-01-20 17:00:00,Failed,NEFT,0.84,Insurance Payment,Delhi,Kolkata
TXN0000000475,ACC791693933417,ACC877387530363,Debit,5402.2,INR,2023-01-20 18:00:00,Failed,UPI,0.44,Grocery Shopping,Kolkata,Chennai
TXN0000000476,ACC211955571803,ACC758668112962,Debit,4980.99,INR,2023-01-20 19:00:00,Failed,RTGS,0.14,Insurance Payment,Kolkata,Bangalore
TXN0000000477,ACC309970982611,ACC580646014026,Debit,3083.11,INR,2023-01-20 20:00:00,Failed,NEFT,0.88,Mobile Recharge,Delhi,Delhi
TXN0000000478,ACC936150063279,ACC758369227585,Credit,2096.15,INR,2023-01-20 21:00:00,Success,Credit Card,0.42,Insurance Payment,Chennai,Chennai
TXN0000000479,ACC197418070354,ACC513664771547,Credit,3238.86,INR,2023-01-20 22:00:00,Failed,NEFT,0.22,Mobile Recharge,Delhi,Kolkata
TXN0000000480,ACC138283229281,ACC623518642865,Credit,5185.07,INR,2023-01-20 23:00:00,Success,UPI,0.44,Utility Bill Payment,Mumbai,Bangalore
TXN0000000481,ACC826809887281,ACC205187785208,Credit,5388.68,INR,2023-01-21 00:00:00,Success,Debit Card,0.77,Charity Donation,Bangalore,Mumbai
TXN0000000482,ACC305599565027,ACC199555392933,Debit,3141.64,INR,2023-01-21 01:00:00,Success,Credit Card,0.02,Insurance Payment,Chennai,Bangalore
TXN0000000483,ACC798550639952,ACC489663025579,Debit,7356.24,INR,2023-01-21 02:00:00,Success,UPI,0.7,Charity Donation,Bangalore,Kolkata
TXN0000000484,ACC910288930441,ACC431969238889,Credit,4495.43,INR,2023-01-21 03:00:00,Failed,Debit Card,0.16,Charity Donation,Kolkata,Delhi
TXN0000000485,ACC316714576731,ACC841912320629,Debit,3171.21,INR,2023-01-21 04:00:00,Failed,IMPS,0.11,Online Shopping,Kolkata,Chennai
TXN0000000486,ACC197979865249,ACC404066218023,Debit,6509.32,INR,2023-01-21 05:00:00,Failed,Credit Card,0.36,Dining,Delhi,Kolkata
TXN0000000487,ACC898785902841,ACC268155043441,Debit,3298.1,INR,2023-01-21 06:00:00,Success,Debit Card,0.87,Online Shopping,Delhi,Mumbai
TXN0000000488,ACC532194384115,ACC816525993316,Credit,172.9,INR,2023-01-21 07:00:00,Failed,Credit Card,0.67,Insurance Payment,Kolkata,Delhi
TXN0000000489,ACC946167730615,ACC120453998129,Credit,3647.13,INR,2023-01-21 08:00:00,Success,NEFT,0.95,Grocery Shopping,Delhi,Delhi
TXN0000000490,ACC959197507636,ACC464729522941,Debit,4009.44,INR,2023-01-21 09:00:00,Success,NEFT,0.27,Mobile Recharge,Chennai,Delhi
TXN0000000491,ACC843354965551,ACC673483877663,Debit,3229.02,INR,2023-01-21 10:00:00,Failed,RTGS,0.24,Grocery Shopping,Chennai,Mumbai
TXN0000000492,ACC540949331810,ACC234664427245,Credit,9780.57,INR,2023-01-21 11:00:00,Success,IMPS,0.94,Dining,Bangalore,Mumbai
TXN0000000493,ACC558327340389,ACC718521425472,Credit,2060.67,INR,2023-01-21 12:00:00,Failed,Debit Card,0.14,Utility Bill Payment,Chennai,Kolkata
TXN0000000494,ACC632799351352,ACC722121243732,Credit,7578.53,INR,2023-01-21 13:00:00,Failed,Credit Card,0.63,Dining,Mumbai,Bangalore
TXN0000000495,ACC943597601197,ACC486113600105,Credit,7996.64,INR,2023-01-21 14:00:00,Success,NEFT,0.42,Grocery Shopping,Delhi,Chennai
TXN0000000496,ACC322078935089,ACC771493271385,Credit,1250.94,INR,2023-01-21 15:00:00,Success,NEFT,0.5,Dining,Kolkata,Chennai
TXN0000000497,ACC804098131253,ACC646624138523,Credit,2856.08,INR,2023-01-21 16:00:00,Success,Credit Card,0.3,Grocery Shopping,Bangalore,Bangalore
TXN0000000498,ACC860921210133,ACC785856161106,Debit,8283.11,INR,2023-01-21 17:00:00,Success,Credit Card,0.52,Utility Bill Payment,Mumbai,Kolkata
TXN0000000499,ACC265576415741,ACC630104950034,Credit,4070.71,INR,2023-01-21 18:00:00,Failed,RTGS,0.77,Dining,Mumbai,Chennai
TXN0000000500,ACC416266656633,ACC243320910699,Debit,4739.79,INR,2023-01-21 19:00:00,Failed,Credit Card,0.05,Insurance Payment,Chennai,Delhi
TXN0000000501,ACC669075778249,ACC744367263032,Credit,5098.06,INR,2023-01-21 20:00:00,Success,RTGS,0.08,Insurance Payment,Kolkata,Kolkata
TXN0000000502,ACC897083805976,ACC309605497730,Credit,4149.21,INR,2023-01-21 21:00:00,Failed,Credit Card,0.18,Dining,Mumbai,Kolkata
TXN0000000503,ACC873686202927,ACC214199316714,Credit,1843.82,INR,2023-01-21 22:00:00,Success,IMPS,0.97,Dining,Chennai,Chennai
TXN0000000504,ACC460013285720,ACC879397139663,Credit,5505.13,INR,2023-01-21 23:00:00,Success,Debit Card,0.07,Insurance Payment,Kolkata,Delhi
TXN0000000505,ACC995284626288,ACC739073115534,Credit,7964.76,INR,2023-01-22 00:00:00,Failed,NEFT,0.03,Utility Bill Payment,Delhi,Chennai
TXN0000000506,ACC587150505891,ACC785530776548,Credit,4883.14,INR,2023-01-22 01:00:00,Failed,IMPS,0.79,Grocery Shopping,Mumbai,Kolkata
TXN0000000507,ACC509569108810,ACC545608241551,Debit,4315.4,INR,2023-01-22 02:00:00,Failed,Debit Card,0.8,Insurance Payment,Mumbai,Delhi
TXN0000000508,ACC976944898448,ACC879563258524,Credit,2869.92,INR,2023-01-22 03:00:00,Failed,Debit Card,0.66,Mobile Recharge,Mumbai,Bangalore
TXN0000000509,ACC708979959044,ACC533459851667,Debit,5544.48,INR,2023-01-22 04:00:00,Success,Debit Card,0.84,Dining,Delhi,Mumbai
TXN0000000510,ACC394567818580,ACC447634783062,Credit,1078.85,INR,2023-01-22 05:00:00,Success,Credit Card,0.46,Dining,Delhi,Delhi
TXN0000000511,ACC247431074766,ACC636228448790,Credit,3096.43,INR,2023-01-22 06:00:00,Success,RTGS,0.68,Online Shopping,Bangalore,Delhi
TXN0000000512,ACC312299570525,ACC211844011000,Debit,5735.98,INR,2023-01-22 07:00:00,Success,Debit Card,0.69,Online Shopping,Bangalore,Delhi
TXN0000000513,ACC574048801413,ACC691454485342,Credit,3964.01,INR,2023-01-22 08:00:00,Success,UPI,0.18,Insurance Payment,Bangalore,Kolkata
TXN0000000514,ACC383547378202,ACC609420209172,Debit,8980.12,INR,2023-01-22 09:00:00,Success,UPI,0.11,Utility Bill Payment,Chennai,Mumbai
TXN0000000515,ACC620505959583,ACC409259944127,Credit,7449.37,INR,2023-01-22 10:00:00,Failed,UPI,0.23,Mobile Recharge,Delhi,Mumbai
TXN0000000516,ACC643555059311,ACC599411875017,Credit,4036.13,INR,2023-01-22 11:00:00,Failed,NEFT,0.85,Insurance Payment,Bangalore,Kolkata
TXN0000000517,ACC209493804803,ACC253532461344,Credit,3978.8,INR,2023-01-22 12:00:00,Success,Credit Card,0.83,Online Shopping,Chennai,Delhi
